id, Positive Score, Negative Score, Net Score
44975,0,0,0
44976,3,0,3
44977,1,1,-1
44978,0,0,0
44979,0,0,0
44980,1,0,1
44981,0,0,0
44982,1,0,1
44983,0,0,0
44984,0,0,0
44985,0,0,0
44986,1,0,1
44987,0,0,0
44988,1,4,-4
44989,1,0,1
44990,0,0,0
44991,0,0,0
44992,0,0,0
44993,2,0,2
44994,0,0,0
44995,1,0,1
44996,0,2,-2
44997,0,0,0
44998,0,0,0
44999,1,0,1
45000,0,0,0
45001,0,0,0
45002,0,2,-2
45003,0,0,0
45004,1,0,1
45005,1,0,1
45006,2,0,2
45007,0,0,0
45008,0,3,-3
45009,0,0,0
45010,1,0,1
45011,1,0,1
45012,1,0,1
45013,0,0,0
45014,1,1,-1
45015,1,0,1
45016,2,0,2
45017,1,0,1
45018,0,0,0
45019,1,0,1
45020,0,0,0
45021,0,0,0
45022,0,0,0
45023,0,0,0
45024,1,0,1
45025,0,1,-1
45026,1,0,1
45027,3,0,3
45028,1,0,1
45029,0,0,0
45030,1,0,1
45031,0,0,0
45032,2,1,2
45033,0,1,-1
45034,1,2,-2
45035,1,0,1
45036,0,0,0
45037,0,0,0
45038,0,3,-3
45039,2,0,2
45040,1,1,-1
45041,2,0,2
45042,2,0,2
45043,0,1,-1
45044,1,0,1
45045,0,0,0
45046,1,0,1
45047,0,3,-3
45048,3,0,3
45049,0,0,0
45050,0,1,-1
45051,0,0,0
45052,2,0,2
45053,2,0,2
45054,2,0,2
45055,1,0,1
45056,1,0,1
45057,3,1,3
45058,0,1,-1
45059,0,0,0
45060,1,0,1
45061,0,0,0
45062,3,0,3
45063,2,0,2
45064,2,0,2
45065,0,0,0
45066,0,0,0
45067,2,2,-2
45068,2,0,2
45069,1,1,-1
45070,1,0,1
45071,1,0,1
45072,0,1,-1
45073,0,1,-1
45074,0,0,0
45075,1,0,1
45076,0,0,0
45077,0,0,0
45078,1,0,1
45079,1,0,1
45080,2,0,2
45081,2,0,2
45082,0,1,-1
45083,2,0,2
45084,0,1,-1
45085,0,0,0
45086,0,2,-2
45087,0,0,0
45088,0,1,-1
45089,0,1,-1
45090,0,0,0
45091,1,0,1
45092,2,0,2
45093,0,0,0
45094,1,1,-1
45095,1,0,1
45096,2,0,2
45097,0,0,0
45098,0,0,0
45099,0,0,0
45100,0,0,0
45101,0,0,0
45102,0,0,0
45103,0,0,0
45104,1,0,1
45105,0,0,0
45106,2,1,2
45107,0,1,-1
45108,1,1,-1
45109,0,2,-2
45110,0,0,0
45111,0,0,0
45112,2,0,2
45113,1,0,1
45114,0,0,0
45115,1,4,-4
45116,0,0,0
45117,2,0,2
45118,0,0,0
45119,1,0,1
45120,1,0,1
45121,0,0,0
45122,2,0,2
45123,1,0,1
45124,2,0,2
45125,1,0,1
45126,0,0,0
45127,2,1,2
45128,0,0,0
45129,2,0,2
45130,0,0,0
45131,4,0,4
45132,0,1,-1
45133,1,1,-1
45134,1,0,1
45135,2,0,2
45136,2,0,2
45137,0,0,0
45138,0,0,0
45139,0,2,-2
45140,0,1,-1
45141,2,0,2
45142,0,0,0
45143,1,0,1
45144,0,0,0
45145,1,0,1
45146,1,0,1
45147,1,3,-3
45148,1,0,1
45149,1,0,1
45150,1,4,-4
45151,0,2,-2
45152,1,4,-4
45153,0,0,0
45154,1,0,1
45155,0,0,0
45156,1,0,1
45157,0,1,-1
45158,0,2,-2
45159,0,1,-1
45160,0,0,0
45161,1,0,1
45162,1,2,-2
45163,0,0,0
45164,1,2,-2
45165,0,0,0
45166,0,0,0
45167,0,1,-1
45168,0,0,0
45169,0,1,-1
45170,1,0,1
45171,0,1,-1
45172,1,2,-2
45173,0,0,0
45174,2,0,2
45175,1,0,1
45176,0,0,0
45177,0,1,-1
45178,0,0,0
45179,0,0,0
45180,0,0,0
45181,0,0,0
45182,0,0,0
45183,1,0,1
45184,1,0,1
45185,1,1,-1
45186,0,1,-1
45187,2,0,2
45188,1,0,1
45189,0,2,-2
45190,2,0,2
45191,0,1,-1
45192,0,0,0
45193,0,3,-3
45194,0,0,0
45195,0,0,0
45196,0,0,0
45197,5,0,5
45198,0,4,-4
45199,1,0,1
45200,0,0,0
45201,0,0,0
45202,3,0,3
45203,0,0,0
45204,1,0,1
45205,0,1,-1
45206,2,0,2
45207,3,0,3
45208,1,1,-1
45209,3,0,3
45210,0,0,0
45211,2,0,2
45212,1,2,-2
45213,0,0,0
45214,3,2,3
45215,0,0,0
45216,0,1,-1
45217,2,0,2
45218,0,0,0
45219,0,0,0
45220,2,0,2
45221,2,0,2
45222,1,0,1
45223,0,0,0
45224,0,0,0
45225,0,0,0
45226,1,1,-1
45227,2,1,2
45228,1,0,1
45229,0,0,0
45230,0,0,0
45231,3,0,3
45232,0,0,0
45233,1,0,1
45234,2,0,2
45235,2,0,2
45236,3,0,3
45237,0,0,0
45238,0,0,0
45239,0,0,0
45240,1,0,1
45241,0,1,-1
45242,5,0,5
45243,1,0,1
45244,0,2,-2
45245,0,0,0
45246,0,0,0
45247,1,2,-2
45248,1,0,1
45249,1,1,-1
45250,1,0,1
45251,0,0,0
45252,1,0,1
45253,0,1,-1
45254,2,0,2
45255,1,0,1
45256,1,0,1
45257,0,0,0
45258,1,0,1
45259,0,0,0
45260,0,0,0
45261,0,0,0
45262,0,0,0
45263,0,1,-1
45264,3,0,3
45265,1,0,1
45266,1,0,1
45267,1,0,1
45268,1,0,1
45269,0,1,-1
45270,0,1,-1
45271,1,0,1
45272,1,0,1
45273,0,1,-1
45274,3,0,3
45275,1,0,1
45276,0,0,0
45277,3,1,3
45278,5,0,5
45279,0,0,0
45280,1,0,1
45281,0,0,0
45282,1,0,1
45283,0,0,0
45284,1,1,-1
45285,0,0,0
45286,1,1,-1
45287,3,0,3
45288,0,0,0
45289,2,2,-2
45290,0,0,0
45291,0,0,0
45292,0,0,0
45293,1,0,1
45294,0,0,0
45295,0,0,0
45296,0,0,0
45297,1,0,1
45298,1,0,1
45299,1,0,1
45300,0,3,-3
45301,1,0,1
45302,0,0,0
45303,0,0,0
45304,2,1,2
45305,0,0,0
45306,1,0,1
45307,0,1,-1
45308,1,0,1
45309,3,1,3
45310,0,1,-1
45311,0,0,0
45312,2,1,2
45313,2,1,2
45314,0,0,0
45315,1,0,1
45316,1,0,1
45317,0,0,0
45318,0,0,0
45319,0,0,0
45320,0,0,0
45321,0,0,0
45322,0,0,0
45323,1,0,1
45324,1,0,1
45325,3,1,3
45326,0,1,-1
45327,2,0,2
45328,1,0,1
45329,0,0,0
45330,0,0,0
45331,1,0,1
45332,0,0,0
45333,0,0,0
45334,0,0,0
45335,0,0,0
45336,2,0,2
45337,0,0,0
45338,5,0,5
45339,1,0,1
45340,1,1,-1
45341,1,2,-2
45342,2,0,2
45343,0,1,-1
45344,1,1,-1
45345,0,1,-1
45346,0,0,0
45347,0,0,0
45348,2,0,2
45349,0,0,0
45350,0,1,-1
45351,5,0,5
45352,0,0,0
45353,1,0,1
45354,3,0,3
45355,1,2,-2
45356,0,1,-1
45357,1,1,-1
45358,0,0,0
45359,0,0,0
45360,2,0,2
45361,0,1,-1
45362,2,2,-2
45363,0,1,-1
45364,1,0,1
45365,0,0,0
45366,0,0,0
45367,0,0,0
45368,2,0,2
45369,1,0,1
45370,2,0,2
45371,1,0,1
45372,0,2,-2
45373,0,1,-1
45374,4,1,4
45375,0,0,0
45376,2,0,2
45377,0,0,0
45378,0,0,0
45379,6,0,6
45380,0,0,0
45381,0,3,-3
45382,0,1,-1
45383,0,0,0
45384,1,0,1
45385,3,0,3
45386,1,0,1
45387,0,0,0
45388,1,0,1
45389,2,0,2
45390,0,1,-1
45391,2,0,2
45392,0,0,0
45393,0,0,0
45394,2,0,2
45395,0,2,-2
45396,0,1,-1
45397,1,0,1
45398,1,0,1
45399,1,0,1
45400,0,1,-1
45401,0,0,0
45402,0,1,-1
45403,2,2,-2
45404,2,1,2
45405,0,0,0
45406,0,0,0
45407,0,0,0
45408,2,0,2
45409,0,0,0
45410,2,1,2
45411,1,0,1
45412,4,0,4
45413,0,0,0
45414,0,3,-3
45415,0,0,0
45416,2,0,2
45417,1,0,1
45418,1,0,1
45419,0,0,0
45420,0,2,-2
45421,3,0,3
45422,0,1,-1
45423,1,1,-1
45424,1,1,-1
45425,0,0,0
45426,0,2,-2
45427,0,0,0
45428,2,0,2
45429,1,1,-1
45430,1,0,1
45431,0,0,0
45432,0,1,-1
45433,3,0,3
45434,0,0,0
45435,0,1,-1
45436,0,0,0
45437,0,0,0
45438,0,2,-2
45439,0,1,-1
45440,2,0,2
45441,0,0,0
45442,3,0,3
45443,0,1,-1
45444,3,0,3
45445,0,0,0
45446,3,0,3
45447,1,0,1
45448,1,0,1
45449,0,0,0
45450,2,0,2
45451,1,0,1
45452,1,0,1
45453,1,0,1
45454,0,2,-2
45455,0,0,0
45456,1,0,1
45457,0,0,0
45458,1,2,-2
45459,1,1,-1
45460,1,0,1
45461,0,0,0
45462,0,0,0
45463,1,0,1
45464,0,0,0
45465,1,0,1
45466,0,0,0
45467,1,0,1
45468,1,0,1
45469,0,1,-1
45470,0,0,0
45471,1,0,1
45472,0,1,-1
45473,2,2,-2
45474,0,0,0
45475,0,0,0
45476,0,0,0
45477,1,1,-1
45478,1,0,1
45479,0,1,-1
45480,1,0,1
45481,2,0,2
45482,0,0,0
45483,0,0,0
45484,0,0,0
45485,0,0,0
45486,2,1,2
45487,2,0,2
45488,0,0,0
45489,1,0,1
45490,1,0,1
45491,0,1,-1
45492,2,0,2
45493,0,1,-1
45494,2,1,2
45495,2,1,2
45496,1,0,1
45497,5,0,5
45498,1,3,-3
45499,1,0,1
45500,1,0,1
45501,1,0,1
45502,0,0,0
45503,0,0,0
45504,3,0,3
45505,0,1,-1
45506,0,1,-1
45507,3,1,3
45508,0,0,0
45509,0,0,0
45510,0,0,0
45511,0,1,-1
45512,0,0,0
45513,0,1,-1
45514,0,1,-1
45515,0,0,0
45516,1,0,1
45517,0,0,0
45518,1,4,-4
45519,0,0,0
45520,1,0,1
45521,1,0,1
45522,3,0,3
45523,0,1,-1
45524,1,0,1
45525,1,0,1
45526,0,0,0
45527,0,0,0
45528,1,3,-3
45529,0,1,-1
45530,0,0,0
45531,0,0,0
45532,1,1,-1
45533,2,1,2
45534,0,1,-1
45535,3,0,3
45536,0,1,-1
45537,1,2,-2
45538,1,0,1
45539,0,0,0
45540,0,0,0
45541,0,0,0
45542,2,0,2
45543,0,0,0
45544,1,0,1
45545,0,1,-1
45546,2,0,2
45547,2,0,2
45548,1,0,1
45549,0,0,0
45550,0,0,0
45551,0,0,0
45552,0,0,0
45553,3,0,3
45554,1,0,1
45555,0,0,0
45556,1,0,1
45557,0,0,0
45558,1,1,-1
45559,0,0,0
45560,0,3,-3
45561,0,0,0
45562,2,0,2
45563,1,0,1
45564,0,1,-1
45565,1,4,-4
45566,1,0,1
45567,1,0,1
45568,0,0,0
45569,0,0,0
45570,0,1,-1
45571,0,0,0
45572,0,0,0
45573,1,0,1
45574,1,0,1
45575,0,0,0
45576,1,0,1
45577,0,0,0
45578,3,0,3
45579,1,0,1
45580,1,0,1
45581,0,1,-1
45582,3,0,3
45583,0,0,0
45584,1,0,1
45585,0,0,0
45586,1,1,-1
45587,1,0,1
45588,0,0,0
45589,2,1,2
45590,2,0,2
45591,0,2,-2
45592,1,0,1
45593,3,0,3
45594,2,1,2
45595,1,0,1
45596,1,1,-1
45597,0,0,0
45598,1,0,1
45599,1,1,-1
45600,0,0,0
45601,3,0,3
45602,0,0,0
45603,1,0,1
45604,1,0,1
45605,1,0,1
45606,0,0,0
45607,0,1,-1
45608,1,0,1
45609,2,1,2
45610,1,0,1
45611,0,0,0
45612,2,0,2
45613,1,0,1
45614,0,0,0
45615,3,0,3
45616,1,1,-1
45617,0,1,-1
45618,1,0,1
45619,1,0,1
45620,2,0,2
45621,2,2,-2
45622,2,0,2
45623,0,0,0
45624,0,1,-1
45625,0,0,0
45626,0,1,-1
45627,3,2,3
45628,0,0,0
45629,0,0,0
45630,1,0,1
45631,0,0,0
45632,0,2,-2
45633,3,0,3
45634,1,1,-1
45635,0,0,0
45636,0,0,0
45637,0,0,0
45638,0,1,-1
45639,1,0,1
45640,0,0,0
45641,1,0,1
45642,2,1,2
45643,4,0,4
45644,0,0,0
45645,0,1,-1
45646,1,0,1
45647,0,0,0
45648,3,0,3
45649,1,0,1
45650,1,0,1
45651,0,0,0
45652,0,0,0
45653,2,0,2
45654,0,0,0
45655,1,0,1
45656,0,0,0
45657,0,0,0
45658,4,0,4
45659,1,0,1
45660,2,0,2
45661,0,0,0
45662,0,1,-1
45663,1,0,1
45664,0,0,0
45665,1,0,1
45666,2,0,2
45667,1,0,1
45668,0,0,0
45669,4,0,4
45670,0,1,-1
45671,3,0,3
45672,0,0,0
45673,2,0,2
45674,1,0,1
45675,1,0,1
45676,0,0,0
45677,1,2,-2
45678,2,0,2
45679,2,1,2
45680,0,0,0
45681,1,0,1
45682,0,0,0
45683,2,0,2
45684,1,0,1
45685,1,0,1
45686,0,0,0
45687,1,1,-1
45688,2,0,2
45689,0,0,0
45690,0,0,0
45691,0,0,0
45692,0,1,-1
45693,0,1,-1
45694,1,1,-1
45695,1,0,1
45696,1,0,1
45697,1,0,1
45698,0,0,0
45699,0,0,0
45700,0,0,0
45701,1,0,1
45702,2,0,2
45703,1,0,1
45704,1,1,-1
45705,2,0,2
45706,1,0,1
45707,0,0,0
45708,1,0,1
45709,0,0,0
45710,1,0,1
45711,0,3,-3
45712,2,2,-2
45713,0,0,0
45714,0,1,-1
45715,3,0,3
45716,0,0,0
45717,1,0,1
45718,0,2,-2
45719,0,0,0
45720,0,2,-2
45721,1,0,1
45722,1,0,1
45723,1,0,1
45724,0,1,-1
45725,1,0,1
45726,0,2,-2
45727,0,0,0
45728,3,0,3
45729,0,0,0
45730,0,0,0
45731,0,0,0
45732,0,1,-1
45733,1,1,-1
45734,1,2,-2
45735,0,0,0
45736,1,0,1
45737,0,0,0
45738,3,0,3
45739,0,0,0
45740,1,1,-1
45741,1,0,1
45742,0,0,0
45743,0,2,-2
45744,1,0,1
45745,2,0,2
45746,0,0,0
45747,1,0,1
45748,0,0,0
45749,2,0,2
45750,0,0,0
45751,0,0,0
45752,0,2,-2
45753,2,0,2
45754,1,1,-1
45755,2,0,2
45756,1,6,-6
45757,4,0,4
45758,1,0,1
45759,0,1,-1
45760,0,0,0
45761,1,0,1
45762,0,0,0
45763,1,0,1
45764,1,0,1
45765,0,1,-1
45766,1,0,1
45767,1,0,1
45768,0,0,0
45769,1,0,1
45770,0,0,0
45771,0,1,-1
45772,0,1,-1
45773,0,1,-1
45774,1,1,-1
45775,1,0,1
45776,0,0,0
45777,0,0,0
45778,1,0,1
45779,0,0,0
45780,0,0,0
45781,0,1,-1
45782,1,0,1
45783,5,0,5
45784,0,0,0
45785,3,0,3
45786,1,0,1
45787,0,0,0
45788,1,0,1
45789,1,1,-1
45790,0,0,0
45791,0,1,-1
45792,1,2,-2
45793,1,1,-1
45794,1,1,-1
45795,0,0,0
45796,2,0,2
45797,0,0,0
45798,1,2,-2
45799,0,0,0
45800,0,1,-1
45801,0,1,-1
45802,0,1,-1
45803,0,0,0
45804,2,0,2
45805,1,0,1
45806,0,1,-1
45807,1,0,1
45808,0,0,0
45809,1,0,1
45810,0,0,0
45811,1,0,1
45812,0,1,-1
45813,0,0,0
45814,0,2,-2
45815,0,0,0
45816,0,0,0
45817,0,0,0
45818,3,0,3
45819,1,0,1
45820,0,0,0
45821,0,0,0
45822,1,0,1
45823,0,0,0
45824,0,0,0
45825,0,1,-1
45826,1,2,-2
45827,2,0,2
45828,1,0,1
45829,1,0,1
45830,0,0,0
45831,0,0,0
45832,1,0,1
45833,2,0,2
45834,1,1,-1
45835,1,1,-1
45836,0,1,-1
45837,2,0,2
45838,0,0,0
45839,1,0,1
45840,1,0,1
45841,2,0,2
45842,0,0,0
45843,4,0,4
45844,2,0,2
45845,0,0,0
45846,2,0,2
45847,1,0,1
45848,1,2,-2
45849,1,0,1
45850,0,0,0
45851,3,0,3
45852,1,1,-1
45853,0,1,-1
45854,0,0,0
45855,0,0,0
45856,3,0,3
45857,0,0,0
45858,0,0,0
45859,0,0,0
45860,2,0,2
45861,0,0,0
45862,6,0,6
45863,2,0,2
45864,0,4,-4
45865,1,0,1
45866,0,1,-1
45867,0,2,-2
45868,0,0,0
45869,0,1,-1
45870,0,0,0
45871,0,0,0
45872,3,0,3
45873,1,1,-1
45874,0,0,0
45875,0,0,0
45876,0,0,0
45877,1,0,1
45878,0,1,-1
45879,0,0,0
45880,1,0,1
45881,1,0,1
45882,1,0,1
45883,1,1,-1
45884,0,0,0
45885,0,0,0
45886,2,0,2
45887,1,0,1
45888,0,1,-1
45889,1,1,-1
45890,0,2,-2
45891,0,0,0
45892,3,0,3
45893,0,0,0
45894,0,1,-1
45895,2,0,2
45896,1,1,-1
45897,2,0,2
45898,0,1,-1
45899,1,0,1
45900,2,2,-2
45901,3,4,-4
45902,1,0,1
45903,0,1,-1
45904,0,1,-1
45905,1,2,-2
45906,2,1,2
45907,0,1,-1
45908,2,0,2
45909,0,0,0
45910,0,0,0
45911,0,0,0
45912,0,0,0
45913,1,1,-1
45914,1,0,1
45915,0,2,-2
45916,0,1,-1
45917,1,0,1
45918,2,0,2
45919,0,0,0
45920,0,2,-2
45921,3,0,3
45922,0,0,0
45923,0,0,0
45924,1,0,1
45925,0,1,-1
45926,0,0,0
45927,1,0,1
45928,2,0,2
45929,1,0,1
45930,0,0,0
45931,1,0,1
45932,1,3,-3
45933,1,0,1
45934,0,0,0
45935,2,0,2
45936,1,0,1
45937,1,0,1
45938,1,0,1
45939,0,0,0
45940,0,3,-3
45941,0,1,-1
45942,0,3,-3
45943,1,0,1
45944,0,1,-1
45945,0,1,-1
45946,0,0,0
45947,0,0,0
45948,3,0,3
45949,0,1,-1
45950,0,1,-1
45951,1,0,1
45952,1,0,1
45953,3,0,3
45954,1,0,1
45955,2,0,2
45956,0,0,0
45957,3,0,3
45958,2,0,2
45959,0,1,-1
45960,3,1,3
45961,1,0,1
45962,0,0,0
45963,3,0,3
45964,0,0,0
45965,2,0,2
45966,1,0,1
45967,1,0,1
45968,1,0,1
45969,0,1,-1
45970,1,0,1
45971,0,0,0
45972,1,0,1
45973,1,2,-2
45974,0,0,0
45975,1,1,-1
45976,0,0,0
45977,2,4,-4
45978,0,3,-3
45979,0,2,-2
45980,0,0,0
45981,0,0,0
45982,0,1,-1
45983,3,0,3
45984,1,0,1
45985,0,0,0
45986,0,0,0
45987,2,0,2
45988,0,0,0
45989,1,0,1
45990,3,0,3
45991,1,2,-2
45992,1,4,-4
45993,2,0,2
45994,3,0,3
45995,1,0,1
45996,1,0,1
45997,2,0,2
45998,1,0,1
45999,0,0,0
46000,1,0,1
46001,0,0,0
46002,0,0,0
46003,2,0,2
46004,1,0,1
46005,1,0,1
46006,0,0,0
46007,2,0,2
46008,2,0,2
46009,2,0,2
46010,2,0,2
46011,0,3,-3
46012,1,0,1
46013,0,0,0
46014,0,0,0
46015,1,0,1
46016,0,0,0
46017,0,1,-1
46018,0,0,0
46019,3,0,3
46020,3,0,3
46021,0,0,0
46022,3,0,3
46023,3,1,3
46024,2,0,2
46025,0,2,-2
46026,0,0,0
46027,2,0,2
46028,0,1,-1
46029,1,0,1
46030,0,0,0
46031,0,2,-2
46032,0,2,-2
46033,0,1,-1
46034,1,4,-4
46035,1,0,1
46036,3,0,3
46037,0,0,0
46038,0,0,0
46039,1,0,1
46040,0,0,0
46041,3,1,3
46042,0,1,-1
46043,0,0,0
46044,0,2,-2
46045,2,1,2
46046,3,0,3
46047,1,0,1
46048,0,0,0
46049,0,0,0
46050,0,1,-1
46051,4,2,4
46052,0,0,0
46053,1,0,1
46054,0,0,0
46055,0,1,-1
46056,4,0,4
46057,0,0,0
46058,1,1,-1
46059,0,0,0
46060,2,0,2
46061,1,0,1
46062,0,0,0
46063,1,0,1
46064,1,0,1
46065,1,1,-1
46066,0,3,-3
46067,1,0,1
46068,2,0,2
46069,1,1,-1
46070,3,0,3
46071,0,0,0
46072,0,1,-1
46073,0,0,0
46074,0,1,-1
46075,1,0,1
46076,0,4,-4
46077,0,0,0
46078,0,2,-2
46079,0,0,0
46080,1,0,1
46081,2,0,2
46082,0,0,0
46083,1,0,1
46084,0,0,0
46085,2,1,2
46086,0,0,0
46087,0,1,-1
46088,0,0,0
46089,0,0,0
46090,5,0,5
46091,1,0,1
46092,1,1,-1
46093,1,0,1
46094,0,0,0
46095,0,2,-2
46096,1,0,1
46097,1,0,1
46098,2,0,2
46099,1,0,1
46100,1,0,1
46101,1,0,1
46102,2,0,2
46103,0,0,0
46104,1,0,1
46105,0,0,0
46106,0,1,-1
46107,0,2,-2
46108,3,1,3
46109,2,0,2
46110,1,2,-2
46111,0,0,0
46112,0,0,0
46113,1,0,1
46114,3,0,3
46115,1,0,1
46116,0,0,0
46117,0,0,0
46118,0,0,0
46119,1,0,1
46120,3,1,3
46121,1,1,-1
46122,0,0,0
46123,0,2,-2
46124,0,1,-1
46125,1,3,-3
46126,0,0,0
46127,0,1,-1
46128,2,0,2
46129,3,1,3
46130,0,0,0
46131,0,1,-1
46132,0,0,0
46133,0,0,0
46134,1,0,1
46135,0,0,0
46136,0,0,0
46137,3,1,3
46138,0,0,0
46139,0,2,-2
46140,0,0,0
46141,1,0,1
46142,0,0,0
46143,1,0,1
46144,0,0,0
46145,2,0,2
46146,3,0,3
46147,0,1,-1
46148,2,0,2
46149,1,0,1
46150,1,0,1
46151,3,0,3
46152,0,0,0
46153,1,0,1
46154,3,0,3
46155,1,0,1
46156,0,1,-1
46157,0,0,0
46158,0,0,0
46159,3,0,3
46160,2,0,2
46161,0,0,0
46162,0,0,0
46163,0,2,-2
46164,2,1,2
46165,0,0,0
46166,1,1,-1
46167,0,0,0
46168,0,0,0
46169,0,2,-2
46170,3,0,3
46171,1,0,1
46172,2,0,2
46173,1,0,1
46174,1,0,1
46175,1,2,-2
46176,0,1,-1
46177,1,0,1
46178,0,0,0
46179,3,0,3
46180,0,0,0
46181,0,0,0
46182,2,0,2
46183,0,1,-1
46184,3,1,3
46185,1,0,1
46186,1,0,1
46187,0,0,0
46188,0,0,0
46189,1,0,1
46190,0,0,0
46191,1,0,1
46192,2,1,2
46193,2,1,2
46194,1,0,1
46195,0,0,0
46196,0,0,0
46197,0,0,0
46198,0,1,-1
46199,0,0,0
46200,0,0,0
46201,2,0,2
46202,0,0,0
46203,0,2,-2
46204,1,1,-1
46205,1,0,1
46206,0,3,-3
46207,0,2,-2
46208,0,0,0
46209,0,0,0
46210,1,0,1
46211,1,1,-1
46212,0,0,0
46213,1,0,1
46214,0,0,0
46215,3,2,3
46216,0,0,0
46217,2,1,2
46218,1,0,1
46219,0,0,0
46220,0,1,-1
46221,0,1,-1
46222,0,0,0
46223,0,0,0
46224,0,1,-1
46225,0,0,0
46226,0,3,-3
46227,1,0,1
46228,0,0,0
46229,1,0,1
46230,0,2,-2
46231,3,1,3
46232,0,0,0
46233,0,0,0
46234,0,0,0
46235,0,0,0
46236,0,1,-1
46237,2,0,2
46238,0,3,-3
46239,1,2,-2
46240,0,2,-2
46241,0,1,-1
46242,0,0,0
46243,0,0,0
46244,0,0,0
46245,2,2,-2
46246,0,0,0
46247,0,2,-2
46248,1,0,1
46249,1,0,1
46250,1,0,1
46251,2,0,2
46252,1,0,1
46253,0,0,0
46254,3,0,3
46255,0,0,0
46256,2,0,2
46257,0,1,-1
46258,2,3,-3
46259,1,5,-5
46260,2,0,2
46261,2,0,2
46262,0,1,-1
46263,0,0,0
46264,0,5,-5
46265,1,0,1
46266,2,1,2
46267,1,0,1
46268,1,0,1
46269,1,0,1
46270,0,0,0
46271,1,0,1
46272,0,1,-1
46273,2,0,2
46274,1,1,-1
46275,1,1,-1
46276,2,0,2
46277,2,0,2
46278,3,0,3
46279,0,1,-1
46280,0,0,0
46281,1,2,-2
46282,2,0,2
46283,1,0,1
46284,3,0,3
46285,0,1,-1
46286,0,0,0
46287,0,0,0
46288,1,0,1
46289,0,3,-3
46290,1,1,-1
46291,1,0,1
46292,2,0,2
46293,1,0,1
46294,3,3,-3
46295,2,1,2
46296,0,0,0
46297,1,0,1
46298,1,0,1
46299,1,0,1
46300,0,1,-1
46301,5,0,5
46302,0,1,-1
46303,3,0,3
46304,1,0,1
46305,1,0,1
46306,1,0,1
46307,1,0,1
46308,0,0,0
46309,1,0,1
46310,4,0,4
46311,0,0,0
46312,2,3,-3
46313,0,0,0
46314,0,0,0
46315,1,0,1
46316,0,0,0
46317,2,0,2
46318,0,0,0
46319,0,0,0
46320,1,0,1
46321,0,0,0
46322,0,0,0
46323,2,0,2
46324,2,0,2
46325,2,0,2
46326,2,0,2
46327,0,2,-2
46328,2,0,2
46329,2,0,2
46330,1,0,1
46331,0,0,0
46332,1,0,1
46333,0,0,0
46334,0,1,-1
46335,1,1,-1
46336,1,0,1
46337,0,0,0
46338,0,0,0
46339,0,0,0
46340,1,0,1
46341,1,2,-2
46342,1,0,1
46343,1,2,-2
46344,1,0,1
46345,2,0,2
46346,1,0,1
46347,1,0,1
46348,1,1,-1
46349,3,0,3
46350,1,0,1
46351,0,0,0
46352,0,0,0
46353,0,0,0
46354,0,0,0
46355,0,2,-2
46356,3,0,3
46357,1,0,1
46358,0,0,0
46359,2,0,2
46360,0,0,0
46361,0,1,-1
46362,0,1,-1
46363,2,3,-3
46364,0,0,0
46365,0,0,0
46366,0,0,0
46367,0,2,-2
46368,0,0,0
46369,0,2,-2
46370,2,0,2
46371,1,0,1
46372,0,1,-1
46373,0,0,0
46374,0,0,0
46375,0,0,0
46376,0,1,-1
46377,1,0,1
46378,0,2,-2
46379,0,0,0
46380,2,0,2
46381,0,1,-1
46382,2,0,2
46383,1,0,1
46384,0,0,0
46385,2,0,2
46386,1,2,-2
46387,2,0,2
46388,0,0,0
46389,1,0,1
46390,0,0,0
46391,1,0,1
46392,1,1,-1
46393,0,1,-1
46394,1,0,1
46395,0,0,0
46396,0,0,0
46397,0,1,-1
46398,1,1,-1
46399,2,0,2
46400,0,0,0
46401,0,0,0
46402,0,1,-1
46403,1,0,1
46404,1,0,1
46405,0,1,-1
46406,1,0,1
46407,2,0,2
46408,0,0,0
46409,1,0,1
46410,0,1,-1
46411,2,0,2
46412,0,2,-2
46413,0,0,0
46414,1,0,1
46415,2,0,2
46416,1,0,1
46417,0,1,-1
46418,2,2,-2
46419,3,0,3
46420,2,0,2
46421,1,1,-1
46422,1,0,1
46423,0,1,-1
46424,3,0,3
46425,1,0,1
46426,1,0,1
46427,2,0,2
46428,3,1,3
46429,0,0,0
46430,1,0,1
46431,1,1,-1
46432,1,0,1
46433,2,0,2
46434,0,0,0
46435,3,0,3
46436,0,0,0
46437,2,3,-3
46438,1,0,1
46439,0,0,0
46440,0,2,-2
46441,1,0,1
46442,0,1,-1
46443,0,1,-1
46444,1,0,1
46445,3,4,-4
46446,1,2,-2
46447,2,0,2
46448,1,0,1
46449,1,0,1
46450,1,0,1
46451,1,0,1
46452,1,0,1
46453,0,1,-1
46454,0,0,0
46455,0,0,0
46456,1,0,1
46457,2,0,2
46458,0,1,-1
46459,1,0,1
46460,3,0,3
46461,0,0,0
46462,1,0,1
46463,1,0,1
46464,0,1,-1
46465,1,1,-1
46466,2,0,2
46467,0,0,0
46468,3,0,3
46469,2,0,2
46470,0,0,0
46471,1,0,1
46472,1,0,1
46473,1,0,1
46474,2,0,2
46475,0,0,0
46476,2,0,2
46477,1,0,1
46478,0,0,0
46479,2,0,2
46480,1,0,1
46481,2,2,-2
46482,0,0,0
46483,0,0,0
46484,0,1,-1
46485,0,0,0
46486,0,1,-1
46487,4,0,4
